Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[7]      0.0    0.00    0.00   39872         std::vector<int, std::allocator<int> >::size() const [7]
-----------------------------------------------
                0.00    0.00    1258/39796       void __gnu_cxx::new_allocator<vec<3u, float> >::construct<vec<3u, float>, vec<3u, float> const&>(vec<3u, float>*, vec<3u, float> const&) [170]
                0.00    0.00    2047/39796       void std::_Construct<vec<3u, float>, vec<3u, float> >(vec<3u, float>*, vec<3u, float>&&) [166]
                0.00    0.00    2492/39796       void __gnu_cxx::new_allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [130]
                0.00    0.00    4095/39796       void std::_Construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [120]
                0.00    0.00    7476/39796       void __gnu_cxx::new_allocator<vec<3u, int> >::construct<vec<3u, int>, vec<3u, int> const&>(vec<3u, int>*, vec<3u, int> const&) [71]
                0.00    0.00    7476/39796       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [74]
                0.00    0.00    7476/39796       void std::_Construct<vec<3u, int>, vec<3u, int> const&>(vec<3u, int>*, vec<3u, int> const&) [96]
                0.00    0.00    7476/39796       void std::_Construct<vec<3u, int>, vec<3u, int> >(vec<3u, int>*, vec<3u, int>&&) [97]
[8]      0.0    0.00    0.00   39796         operator new(unsigned int, void*) [8]
-----------------------------------------------
                0.00    0.00    7476/37380       void __gnu_cxx::new_allocator<vec<3u, int> >::construct<vec<3u, int>, vec<3u, int> const&>(vec<3u, int>*, vec<3u, int> const&) [71]
                0.00    0.00    7476/37380       std::enable_if<std::__and_<std::allocator_traits<std::allocator<vec<3u, int> > >::__construct_helper<vec<3u, int>, vec<3u, int> const&>::type>::value, void>::type std::allocator_traits<std::allocator<vec<3u, int> > >::_S_construct<vec<3u, int>, vec<3u, int> const&>(std::allocator<vec<3u, int> >&, vec<3u, int>*, vec<3u, int> const&) [83]
                0.00    0.00    7476/37380       decltype (_S_construct({parm#1}, {parm#2}, (forward<vec<3u, int> const&>)({parm#3}))) std::allocator_traits<std::allocator<vec<3u, int> > >::construct<vec<3u, int>, vec<3u, int> const&>(std::allocator<vec<3u, int> >&, vec<3u, int>*, vec<3u, int> const&) [84]
                0.00    0.00    7476/37380       void std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_emplace_back_aux<vec<3u, int> const&>(vec<3u, int> const&) [91]
                0.00    0.00    7476/37380       void std::_Construct<vec<3u, int>, vec<3u, int> const&>(vec<3u, int>*, vec<3u, int> const&) [96]
[9]      0.0    0.00    0.00   37380         vec<3u, int> const& std::forward<vec<3u, int> const&>(std::remove_reference<vec<3u, int> const&>::type&) [9]
-----------------------------------------------
                0.00    0.00   36855/36855       void std::swap<vec<3u, int>*>(vec<3u, int>*&, vec<3u, int>*&) [49]
[10]     0.0    0.00    0.00   36855         std::remove_reference<vec<3u, int>*&>::type&& std::move<vec<3u, int>*&>(vec<3u, int>*&) [10]
-----------------------------------------------
                0.00    0.00    2492/30618       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
                0.00    0.00    4095/30618       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [117]
                0.00    0.00    9079/30618       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::~vector() [66]
                0.00    0.00   14952/30618       void std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_emplace_back_aux<vec<3u, int> const&>(vec<3u, int> const&) [91]
[11]     0.0    0.00    0.00   30618         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_get_Tp_allocator() [11]
-----------------------------------------------
                0.00    0.00   29904/29904       bool std::operator==<vec<3u, int>*>(std::move_iterator<vec<3u, int>*> const&, std::move_iterator<vec<3u, int>*> const&) [46]
[12]     0.0    0.00    0.00   29904         std::move_iterator<vec<3u, int>*>::base() const [12]
-----------------------------------------------
                0.00    0.00    7476/29904       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [74]
                0.00    0.00    7476/29904       std::enable_if<std::__and_<std::allocator_traits<std::allocator<int> >::__construct_helper<int, int const&>::type>::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [86]
                0.00    0.00    7476/29904       decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [88]
                0.00    0.00    7476/29904       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [94]
[13]     0.0    0.00    0.00   29904         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [13]
-----------------------------------------------
                0.00    0.00    9968/24920       __gnu_cxx::new_allocator<vec<3u, int> >::allocate(unsigned int, void const*) [53]
                0.00    0.00   14952/24920       unsigned int std::allocator_traits<std::allocator<vec<3u, int> > >::_S_max_size<std::allocator<vec<3u, int> > const, void>(std::allocator<vec<3u, int> > const&, int) [35]
[14]     0.0    0.00    0.00   24920         __gnu_cxx::new_allocator<vec<3u, int> >::max_size() const [14]
-----------------------------------------------
                0.00    0.00    7476/22428       __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [73]
                0.00    0.00   14952/22428       unsigned int std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const, void>(std::allocator<int> const&, int) [37]
[15]     0.0    0.00    0.00   22428         __gnu_cxx::new_allocator<int>::max_size() const [15]
-----------------------------------------------
                0.00    0.00   22428/22428       std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [17]
[16]     0.0    0.00    0.00   22428         std::_Iter_base<int*, false>::_S_base(int*) [16]
-----------------------------------------------
                0.00    0.00   22428/22428       int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [99]
[17]     0.0    0.00    0.00   22428         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [17]
                0.00    0.00   22428/22428       std::_Iter_base<int*, false>::_S_base(int*) [16]
-----------------------------------------------
                0.00    0.00   19936/19936       bool __gnu_cxx::operator!=<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > const&, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > const&) [54]
[18]     0.0    0.00    0.00   19936         __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::base() const [18]
-----------------------------------------------
                0.00    0.00    2492/17444       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
                0.00    0.00   14952/17444       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::max_size() const [30]
[19]     0.0    0.00    0.00   17444         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_get_Tp_allocator() const [19]
-----------------------------------------------
                0.00    0.00    2492/17444       std::vector<int, std::allocator<int> >::~vector() [159]
                0.00    0.00   14952/17444       void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [94]
[20]     0.0    0.00    0.00   17444         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [20]
-----------------------------------------------
                0.00    0.00   17444/17444       Model::face(int) [128]
[21]     0.0    0.00    0.00   17444         std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::operator[](unsigned int) [21]
-----------------------------------------------
                0.00    0.00   16555/16555       void std::_Destroy<vec<3u, int>*>(vec<3u, int>*, vec<3u, int>*) [24]
[22]     0.0    0.00    0.00   16555         void std::_Destroy_aux<true>::__destroy<vec<3u, int>*>(vec<3u, int>*, vec<3u, int>*) [22]
-----------------------------------------------
                0.00    0.00    7476/16555       void std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_emplace_back_aux<vec<3u, int> const&>(vec<3u, int> const&) [91]
                0.00    0.00    9079/16555       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::~_Vector_base() [65]
[23]     0.0    0.00    0.00   16555         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_deallocate(vec<3u, int>*, unsigned int) [23]
                0.00    0.00    9968/9968        std::allocator_traits<std::allocator<vec<3u, int> > >::deallocate(std::allocator<vec<3u, int> >&, vec<3u, int>*, unsigned int) [58]
-----------------------------------------------
                0.00    0.00   16555/16555       void std::_Destroy<vec<3u, int>*, vec<3u, int> >(vec<3u, int>*, vec<3u, int>*, std::allocator<vec<3u, int> >&) [25]
[24]     0.0    0.00    0.00   16555         void std::_Destroy<vec<3u, int>*>(vec<3u, int>*, vec<3u, int>*) [24]
                0.00    0.00   16555/16555       void std::_Destroy_aux<true>::__destroy<vec<3u, int>*>(vec<3u, int>*, vec<3u, int>*) [22]
-----------------------------------------------
                0.00    0.00    7476/16555       void std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_emplace_back_aux<vec<3u, int> const&>(vec<3u, int> const&) [91]
                0.00    0.00    9079/16555       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::~vector() [66]
[25]     0.0    0.00    0.00   16555         void std::_Destroy<vec<3u, int>*, vec<3u, int> >(vec<3u, int>*, vec<3u, int>*, std::allocator<vec<3u, int> >&) [25]
                0.00    0.00   16555/16555       void std::_Destroy<vec<3u, int>*>(vec<3u, int>*, vec<3u, int>*) [24]
-----------------------------------------------
                0.00    0.00      12/14977       std::vector<vec<3u, float>, std::allocator<vec<3u, float> > >::_M_check_len(unsigned int, char const*) const [212]
                0.00    0.00      13/14977       std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_M_check_len(unsigned int, char const*) const [197]
                0.00    0.00    7476/14977       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_check_len(unsigned int, char const*) const [78]
                0.00    0.00    7476/14977       std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [79]
[26]     0.0    0.00    0.00   14977         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [26]
-----------------------------------------------
                0.00    0.00   14952/14952       main [473]
[27]     0.0    0.00    0.00   14952         Model::vert(int) [27]
                0.00    0.00   14952/14952       std::vector<vec<3u, float>, std::allocator<vec<3u, float> > >::operator[](unsigned int) [39]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<int, std::allocator<int> >::max_size() const [31]
[28]     0.0    0.00    0.00   14952         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [28]
-----------------------------------------------
                0.00    0.00   14952/14952       std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [32]
[29]     0.0    0.00    0.00   14952         std::move_iterator<int*>::base() const [29]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_check_len(unsigned int, char const*) const [78]
[30]     0.0    0.00    0.00   14952         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::max_size() const [30]
                0.00    0.00   14952/17444       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_get_Tp_allocator() const [19]
                0.00    0.00   14952/14952       std::allocator_traits<std::allocator<vec<3u, int> > >::max_size(std::allocator<vec<3u, int> > const&) [36]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [79]
[31]     0.0    0.00    0.00   14952         std::vector<int, std::allocator<int> >::max_size() const [31]
                0.00    0.00   14952/14952       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [28]
                0.00    0.00   14952/14952       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [38]
-----------------------------------------------
                0.00    0.00   14952/14952       std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [42]
[32]     0.0    0.00    0.00   14952         std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [32]
                0.00    0.00   14952/14952       std::move_iterator<int*>::base() const [29]
-----------------------------------------------
                0.00    0.00   14952/14952       std::move_iterator<vec<3u, int>*> std::__make_move_if_noexcept_iterator<vec<3u, int>*, std::move_iterator<vec<3u, int>*> >(vec<3u, int>*) [43]
[33]     0.0    0.00    0.00   14952         std::move_iterator<vec<3u, int>*>::move_iterator(vec<3u, int>*) [33]
-----------------------------------------------
                0.00    0.00   14952/14952       std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [44]
[34]     0.0    0.00    0.00   14952         std::move_iterator<int*>::move_iterator(int*) [34]
-----------------------------------------------
                0.00    0.00   14952/14952       std::allocator_traits<std::allocator<vec<3u, int> > >::max_size(std::allocator<vec<3u, int> > const&) [36]
[35]     0.0    0.00    0.00   14952         unsigned int std::allocator_traits<std::allocator<vec<3u, int> > >::_S_max_size<std::allocator<vec<3u, int> > const, void>(std::allocator<vec<3u, int> > const&, int) [35]
                0.00    0.00   14952/24920       __gnu_cxx::new_allocator<vec<3u, int> >::max_size() const [14]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::max_size() const [30]
[36]     0.0    0.00    0.00   14952         std::allocator_traits<std::allocator<vec<3u, int> > >::max_size(std::allocator<vec<3u, int> > const&) [36]
                0.00    0.00   14952/14952       unsigned int std::allocator_traits<std::allocator<vec<3u, int> > >::_S_max_size<std::allocator<vec<3u, int> > const, void>(std::allocator<vec<3u, int> > const&, int) [35]
-----------------------------------------------
                0.00    0.00   14952/14952       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [38]
[37]     0.0    0.00    0.00   14952         unsigned int std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const, void>(std::allocator<int> const&, int) [37]
                0.00    0.00   14952/22428       __gnu_cxx::new_allocator<int>::max_size() const [15]
-----------------------------------------------
                0.00    0.00   14952/14952       std::vector<int, std::allocator<int> >::max_size() const [31]
[38]     0.0    0.00    0.00   14952         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [38]
                0.00    0.00   14952/14952       unsigned int std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const, void>(std::allocator<int> const&, int) [37]
-----------------------------------------------
                0.00    0.00   14952/14952       Model::vert(int) [27]
[39]     0.0    0.00    0.00   14952         std::vector<vec<3u, float>, std::allocator<vec<3u, float> > >::operator[](unsigned int) [39]
-----------------------------------------------
                0.00    0.00   14952/14952       main [473]
[40]     0.0    0.00    0.00   14952         std::vector<int, std::allocator<int> >::operator[](unsigned int) [40]
-----------------------------------------------
                0.00    0.00    7476/14952       vec<3u, int>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*>(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*) [154]
                0.00    0.00    7476/14952       vec<3u, int>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<vec<3u, int>*>, vec<3u, int>*>(std::move_iterator<vec<3u, int>*>, std::move_iterator<vec<3u, int>*>, vec<3u, int>*) [89]
[41]     0.0    0.00    0.00   14952         vec<3u, int>* std::__addressof<vec<3u, int> >(vec<3u, int>&) [41]
-----------------------------------------------
                0.00    0.00   14952/14952       int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [106]
[42]     0.0    0.00    0.00   14952         std::_Miter_base<std::move_iterator<int*> >::iterator_type std::__miter_base<std::move_iterator<int*> >(std::move_iterator<int*>) [42]
                0.00    0.00   14952/14952       std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [32]
-----------------------------------------------
                0.00    0.00   14952/14952       vec<3u, int>* std::__uninitialized_move_if_noexcept_a<vec<3u, int>*, vec<3u, int>*, std::allocator<vec<3u, int> > >(vec<3u, int>*, vec<3u, int>*, vec<3u, int>*, std::allocator<vec<3u, int> >&) [104]
[43]     0.0    0.00    0.00   14952         std::move_iterator<vec<3u, int>*> std::__make_move_if_noexcept_iterator<vec<3u, int>*, std::move_iterator<vec<3u, int>*> >(vec<3u, int>*) [43]
                0.00    0.00   14952/14952       std::move_iterator<vec<3u, int>*>::move_iterator(vec<3u, int>*) [33]
-----------------------------------------------
                0.00    0.00   14952/14952       int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [105]
[44]     0.0    0.00    0.00   14952         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int*, std::move_iterator<int*> >(int*) [44]
                0.00    0.00   14952/14952       std::move_iterator<int*>::move_iterator(int*) [34]
-----------------------------------------------
                0.00    0.00   14952/14952       line(int, int, int, int, TGAImage&, TGAColor const&) [70]
[45]     0.0    0.00    0.00   14952         __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::abs<int>(int) [45]
-----------------------------------------------
                0.00    0.00   14952/14952       bool std::operator!=<vec<3u, int>*>(std::move_iterator<vec<3u, int>*> const&, std::move_iterator<vec<3u, int>*> const&) [47]
[46]     0.0    0.00    0.00   14952         bool std::operator==<vec<3u, int>*>(std::move_iterator<vec<3u, int>*> const&, std::move_iterator<vec<3u, int>*> const&) [46]
                0.00    0.00   29904/29904       std::move_iterator<vec<3u, int>*>::base() const [12]
-----------------------------------------------
                0.00    0.00   14952/14952       vec<3u, int>* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<vec<3u, int>*>, vec<3u, int>*>(std::move_iterator<vec<3u, int>*>, std::move_iterator<vec<3u, int>*>, vec<3u, int>*) [89]
[47]     0.0    0.00    0.00   14952         bool std::operator!=<vec<3u, int>*>(std::move_iterator<vec<3u, int>*> const&, std::move_iterator<vec<3u, int>*> const&) [47]
                0.00    0.00   14952/14952       bool std::operator==<vec<3u, int>*>(std::move_iterator<vec<3u, int>*> const&, std::move_iterator<vec<3u, int>*> const&) [46]
-----------------------------------------------
                0.00    0.00   14896/14896       line(int, int, int, int, TGAImage&, TGAColor const&) [70]
[48]     0.0    0.00    0.00   14896         void std::swap<int>(int&, int&) [48]
                0.00    0.00   44688/44688       std::remove_reference<int&>::type&& std::move<int&>(int&) [6]
-----------------------------------------------
                0.00    0.00   12285/12285       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_M_swap_data(std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl&) [115]
[49]     0.0    0.00    0.00   12285         void std::swap<vec<3u, int>*>(vec<3u, int>*&, vec<3u, int>*&) [49]
                0.00    0.00   36855/36855       std::remove_reference<vec<3u, int>*&>::type&& std::move<vec<3u, int>*&>(vec<3u, int>*&) [10]
-----------------------------------------------
                0.00    0.00    2492/11571       std::allocator<vec<3u, int> >::~allocator() [138]
                0.00    0.00    9079/11571       std::allocator<vec<3u, int> >::~allocator() [63]
[50]     0.0    0.00    0.00   11571         __gnu_cxx::new_allocator<vec<3u, int> >::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00    4095/10682       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>(std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*) [203]
                0.00    0.00    6587/10682       void std::_Destroy_aux<false>::__destroy<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*) [191]
[51]     0.0    0.00    0.00   10682         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >* std::__addressof<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&) [51]
-----------------------------------------------
                0.00    0.00    9968/9968        std::allocator_traits<std::allocator<vec<3u, int> > >::deallocate(std::allocator<vec<3u, int> >&, vec<3u, int>*, unsigned int) [58]
[52]     0.0    0.00    0.00    9968         __gnu_cxx::new_allocator<vec<3u, int> >::deallocate(vec<3u, int>*, unsigned int) [52]
-----------------------------------------------
                0.00    0.00    9968/9968        std::allocator_traits<std::allocator<vec<3u, int> > >::allocate(std::allocator<vec<3u, int> >&, unsigned int) [59]
[53]     0.0    0.00    0.00    9968         __gnu_cxx::new_allocator<vec<3u, int> >::allocate(unsigned int, void const*) [53]
                0.00    0.00    9968/24920       __gnu_cxx::new_allocator<vec<3u, int> >::max_size() const [14]
-----------------------------------------------
                0.00    0.00    9968/9968        vec<3u, int>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*>(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*) [154]
[54]     0.0    0.00    0.00    9968         bool __gnu_cxx::operator!=<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > const&, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > const&) [54]
                0.00    0.00   19936/19936       __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::base() const [18]
-----------------------------------------------
                0.00    0.00    9968/9968        void std::_Destroy<int*>(int*, int*) [60]
[55]     0.0    0.00    0.00    9968         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [55]
-----------------------------------------------
                0.00    0.00    2492/9968        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_create_storage(unsigned int) [143]
                0.00    0.00    7476/9968        void std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_emplace_back_aux<vec<3u, int> const&>(vec<3u, int> const&) [91]
[56]     0.0    0.00    0.00    9968         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_allocate(unsigned int) [56]
                0.00    0.00    9968/9968        std::allocator_traits<std::allocator<vec<3u, int> > >::allocate(std::allocator<vec<3u, int> >&, unsigned int) [59]
-----------------------------------------------
                0.00    0.00    2492/9968        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [149]
                0.00    0.00    7476/9968        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [94]
[57]     0.0    0.00    0.00    9968         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [57]
                0.00    0.00    7476/7476        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned int) [85]
-----------------------------------------------
                0.00    0.00    9968/9968        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_deallocate(vec<3u, int>*, unsigned int) [23]
[58]     0.0    0.00    0.00    9968         std::allocator_traits<std::allocator<vec<3u, int> > >::deallocate(std::allocator<vec<3u, int> >&, vec<3u, int>*, unsigned int) [58]
                0.00    0.00    9968/9968        __gnu_cxx::new_allocator<vec<3u, int> >::deallocate(vec<3u, int>*, unsigned int) [52]
-----------------------------------------------
                0.00    0.00    9968/9968        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_allocate(unsigned int) [56]
[59]     0.0    0.00    0.00    9968         std::allocator_traits<std::allocator<vec<3u, int> > >::allocate(std::allocator<vec<3u, int> >&, unsigned int) [59]
                0.00    0.00    9968/9968        __gnu_cxx::new_allocator<vec<3u, int> >::allocate(unsigned int, void const*) [53]
-----------------------------------------------
                0.00    0.00    9968/9968        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
[60]     0.0    0.00    0.00    9968         void std::_Destroy<int*>(int*, int*) [60]
                0.00    0.00    9968/9968        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [55]
-----------------------------------------------
                0.00    0.00    2492/9968        std::vector<int, std::allocator<int> >::~vector() [159]
                0.00    0.00    7476/9968        void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [94]
[61]     0.0    0.00    0.00    9968         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [61]
                0.00    0.00    9968/9968        void std::_Destroy<int*>(int*, int*) [60]
-----------------------------------------------
                0.00    0.00    2492/9079        std::allocator<vec<3u, int> >::allocator(std::allocator<vec<3u, int> > const&) [136]
                0.00    0.00    6587/9079        std::allocator<vec<3u, int> >::allocator(std::allocator<vec<3u, int> > const&) [108]
[62]     0.0    0.00    0.00    9079         __gnu_cxx::new_allocator<vec<3u, int> >::new_allocator(__gnu_cxx::new_allocator<vec<3u, int> > const&) [62]
-----------------------------------------------
                0.00    0.00    9079/9079        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::~_Vector_impl() [64]
[63]     0.0    0.00    0.00    9079         std::allocator<vec<3u, int> >::~allocator() [63]
                0.00    0.00    9079/11571       __gnu_cxx::new_allocator<vec<3u, int> >::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00    9079/9079        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::~_Vector_base() [65]
[64]     0.0    0.00    0.00    9079         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::~_Vector_impl() [64]
                0.00    0.00    9079/9079        std::allocator<vec<3u, int> >::~allocator() [63]
-----------------------------------------------
                0.00    0.00    9079/9079        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::~vector() [66]
[65]     0.0    0.00    0.00    9079         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::~_Vector_base() [65]
                0.00    0.00    9079/16555       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_deallocate(vec<3u, int>*, unsigned int) [23]
                0.00    0.00    9079/9079        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::~_Vector_impl() [64]
-----------------------------------------------
                0.00    0.00    2492/9079        Model::Model(char const*) [221]
