Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   12285/12285       void std::swap<vec<3u, int>*>(vec<3u, int>*&, vec<3u, int>*&) [49]
-----------------------------------------------
                0.00    0.00    4095/4095        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [117]
[116]    0.0    0.00    0.00    4095         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl(std::allocator<vec<3u, int> >&&) [116]
                0.00    0.00    4095/8190        std::remove_reference<std::allocator<vec<3u, int> >&>::type&& std::move<std::allocator<vec<3u, int> >&>(std::allocator<vec<3u, int> >&) [68]
                0.00    0.00    4095/6587        std::allocator<vec<3u, int> >::allocator(std::allocator<vec<3u, int> > const&) [108]
-----------------------------------------------
                0.00    0.00    4095/4095        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [119]
[117]    0.0    0.00    0.00    4095         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [117]
                0.00    0.00    4095/30618       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_get_Tp_allocator() [11]
                0.00    0.00    4095/8190        std::remove_reference<std::allocator<vec<3u, int> >&>::type&& std::move<std::allocator<vec<3u, int> >&>(std::allocator<vec<3u, int> >&) [68]
                0.00    0.00    4095/4095        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl(std::allocator<vec<3u, int> >&&) [116]
                0.00    0.00    4095/4095        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_M_swap_data(std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl&) [115]
-----------------------------------------------
                0.00    0.00    4095/4095        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>(std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*) [203]
[118]    0.0    0.00    0.00    4095         std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>::operator++() [118]
-----------------------------------------------
                0.00    0.00    4095/4095        void std::_Construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [120]
[119]    0.0    0.00    0.00    4095         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [119]
                0.00    0.00    4095/4095        std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&>::type&& std::move<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&) [121]
                0.00    0.00    4095/4095        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [117]
-----------------------------------------------
                0.00    0.00    4095/4095        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>(std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::move_iterator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*>, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*) [203]
[120]    0.0    0.00    0.00    4095         void std::_Construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [120]
                0.00    0.00    4095/4095        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&& std::forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::type&) [122]
                0.00    0.00    4095/39796       operator new(unsigned int, void*) [8]
                0.00    0.00    4095/4095        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [119]
-----------------------------------------------
                0.00    0.00    4095/4095        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [119]
[121]    0.0    0.00    0.00    4095         std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&>::type&& std::move<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&) [121]
-----------------------------------------------
                0.00    0.00    4095/4095        void std::_Construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&&) [120]
[122]    0.0    0.00    0.00    4095         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >&& std::forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::type&) [122]
-----------------------------------------------
                0.00    0.00      12/3786        void std::vector<vec<3u, float>, std::allocator<vec<3u, float> > >::_M_emplace_back_aux<vec<3u, float> const&>(vec<3u, float> const&) [217]
                0.00    0.00    1258/3786        void __gnu_cxx::new_allocator<vec<3u, float> >::construct<vec<3u, float>, vec<3u, float> const&>(vec<3u, float>*, vec<3u, float> const&) [170]
                0.00    0.00    1258/3786        std::enable_if<std::__and_<std::allocator_traits<std::allocator<vec<3u, float> > >::__construct_helper<vec<3u, float>, vec<3u, float> const&>::type>::value, void>::type std::allocator_traits<std::allocator<vec<3u, float> > >::_S_construct<vec<3u, float>, vec<3u, float> const&>(std::allocator<vec<3u, float> >&, vec<3u, float>*, vec<3u, float> const&) [171]
                0.00    0.00    1258/3786        decltype (_S_construct({parm#1}, {parm#2}, (forward<vec<3u, float> const&>)({parm#3}))) std::allocator_traits<std::allocator<vec<3u, float> > >::construct<vec<3u, float>, vec<3u, float> const&>(std::allocator<vec<3u, float> >&, vec<3u, float>*, vec<3u, float> const&) [172]
[123]    0.0    0.00    0.00    3786         vec<3u, float> const& std::forward<vec<3u, float> const&>(std::remove_reference<vec<3u, float> const&>::type&) [123]
-----------------------------------------------
                0.00    0.00    3774/3774        Model::Model(char const*) [221]
[124]    0.0    0.00    0.00    3774         vec<3u, float>::operator[](unsigned int) [124]
-----------------------------------------------
                0.00    0.00       1/2559        Model::Model(char const*) [221]
                0.00    0.00      13/2559        void std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_M_emplace_back_aux<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [204]
                0.00    0.00      52/2559        std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_M_check_len(unsigned int, char const*) const [197]
                0.00    0.00    2493/2559        Model::nfaces() [126]
[125]    0.0    0.00    0.00    2559         std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::size() const [125]
-----------------------------------------------
                0.00    0.00    2493/2493        main [473]
[126]    0.0    0.00    0.00    2493         Model::nfaces() [126]
                0.00    0.00    2493/2559        std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::size() const [125]
-----------------------------------------------
                0.00    0.00    2492/2492        Model::Model(char const*) [221]
[127]    0.0    0.00    0.00    2492         vec<3u, int>::vec() [127]
-----------------------------------------------
                0.00    0.00    2492/2492        main [473]
[128]    0.0    0.00    0.00    2492         Model::face(int) [128]
                0.00    0.00   17444/17444       std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::operator[](unsigned int) [21]
                0.00    0.00    9968/49840       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::size() const [5]
                0.00    0.00    7476/7476        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::operator[](unsigned int) [93]
                0.00    0.00    7476/59808       vec<3u, int>::operator[](unsigned int) [4]
                0.00    0.00    7476/7476        std::vector<int, std::allocator<int> >::push_back(int const&) [95]
                0.00    0.00    2492/2492        std::vector<int, std::allocator<int> >::vector() [158]
-----------------------------------------------
                0.00    0.00    2492/2492        std::allocator<vec<3u, int> >::allocator() [137]
[129]    0.0    0.00    0.00    2492         __gnu_cxx::new_allocator<vec<3u, int> >::new_allocator() [129]
-----------------------------------------------
                0.00    0.00    2492/2492        std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::__construct_helper<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_S_construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >&, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [152]
[130]    0.0    0.00    0.00    2492         void __gnu_cxx::new_allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [130]
                0.00    0.00    2492/7489        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const& std::forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>::type&) [69]
                0.00    0.00    2492/39796       operator new(unsigned int, void*) [8]
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
-----------------------------------------------
                0.00    0.00    2492/2492        std::allocator<int>::allocator() [139]
[131]    0.0    0.00    0.00    2492         __gnu_cxx::new_allocator<int>::new_allocator() [131]
-----------------------------------------------
                0.00    0.00    2492/2492        std::allocator<int>::~allocator() [140]
[132]    0.0    0.00    0.00    2492         __gnu_cxx::new_allocator<int>::~new_allocator() [132]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
[133]    0.0    0.00    0.00    2492         __gnu_cxx::__alloc_traits<std::allocator<vec<3u, int> > >::_S_select_on_copy(std::allocator<vec<3u, int> > const&) [133]
                0.00    0.00    2492/2492        std::allocator_traits<std::allocator<vec<3u, int> > >::select_on_container_copy_construction(std::allocator<vec<3u, int> > const&) [150]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
[134]    0.0    0.00    0.00    2492         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::end() const [134]
                0.00    0.00    2492/4984        __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::__normal_iterator(vec<3u, int> const* const&) [110]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
[135]    0.0    0.00    0.00    2492         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::begin() const [135]
                0.00    0.00    2492/4984        __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::__normal_iterator(vec<3u, int> const* const&) [110]
-----------------------------------------------
                0.00    0.00    2492/2492        std::allocator<vec<3u, int> > const std::allocator_traits<std::allocator<vec<3u, int> > >::_S_select<std::allocator<vec<3u, int> > const, void>(std::allocator<vec<3u, int> > const&, ...) [151]
[136]    0.0    0.00    0.00    2492         std::allocator<vec<3u, int> >::allocator(std::allocator<vec<3u, int> > const&) [136]
                0.00    0.00    2492/9079        __gnu_cxx::new_allocator<vec<3u, int> >::new_allocator(__gnu_cxx::new_allocator<vec<3u, int> > const&) [62]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl() [142]
[137]    0.0    0.00    0.00    2492         std::allocator<vec<3u, int> >::allocator() [137]
                0.00    0.00    2492/2492        __gnu_cxx::new_allocator<vec<3u, int> >::new_allocator() [129]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
[138]    0.0    0.00    0.00    2492         std::allocator<vec<3u, int> >::~allocator() [138]
                0.00    0.00    2492/11571       __gnu_cxx::new_allocator<vec<3u, int> >::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
[139]    0.0    0.00    0.00    2492         std::allocator<int>::allocator() [139]
                0.00    0.00    2492/2492        __gnu_cxx::new_allocator<int>::new_allocator() [131]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [147]
[140]    0.0    0.00    0.00    2492         std::allocator<int>::~allocator() [140]
                0.00    0.00    2492/2492        __gnu_cxx::new_allocator<int>::~new_allocator() [132]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(unsigned int, std::allocator<vec<3u, int> > const&) [144]
[141]    0.0    0.00    0.00    2492         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl(std::allocator<vec<3u, int> > const&) [141]
                0.00    0.00    2492/6587        std::allocator<vec<3u, int> >::allocator(std::allocator<vec<3u, int> > const&) [108]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base() [145]
[142]    0.0    0.00    0.00    2492         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl() [142]
                0.00    0.00    2492/2492        std::allocator<vec<3u, int> >::allocator() [137]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(unsigned int, std::allocator<vec<3u, int> > const&) [144]
[143]    0.0    0.00    0.00    2492         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_create_storage(unsigned int) [143]
                0.00    0.00    2492/9968        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_allocate(unsigned int) [56]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
[144]    0.0    0.00    0.00    2492         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(unsigned int, std::allocator<vec<3u, int> > const&) [144]
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl(std::allocator<vec<3u, int> > const&) [141]
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_create_storage(unsigned int) [143]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector() [156]
[145]    0.0    0.00    0.00    2492         std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base() [145]
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_impl::_Vector_impl() [142]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<int, std::allocator<int> >::_Vector_base() [148]
[146]    0.0    0.00    0.00    2492         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
                0.00    0.00    2492/2492        std::allocator<int>::allocator() [139]
-----------------------------------------------
                0.00    0.00    2492/2492        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [149]
[147]    0.0    0.00    0.00    2492         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [147]
                0.00    0.00    2492/2492        std::allocator<int>::~allocator() [140]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<int, std::allocator<int> >::vector() [158]
[148]    0.0    0.00    0.00    2492         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [148]
                0.00    0.00    2492/2492        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [146]
-----------------------------------------------
                0.00    0.00    2492/2492        std::vector<int, std::allocator<int> >::~vector() [159]
[149]    0.0    0.00    0.00    2492         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [149]
                0.00    0.00    2492/9968        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [57]
                0.00    0.00    2492/2492        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [147]
-----------------------------------------------
                0.00    0.00    2492/2492        __gnu_cxx::__alloc_traits<std::allocator<vec<3u, int> > >::_S_select_on_copy(std::allocator<vec<3u, int> > const&) [133]
[150]    0.0    0.00    0.00    2492         std::allocator_traits<std::allocator<vec<3u, int> > >::select_on_container_copy_construction(std::allocator<vec<3u, int> > const&) [150]
                0.00    0.00    2492/2492        std::allocator<vec<3u, int> > const std::allocator_traits<std::allocator<vec<3u, int> > >::_S_select<std::allocator<vec<3u, int> > const, void>(std::allocator<vec<3u, int> > const&, ...) [151]
-----------------------------------------------
                0.00    0.00    2492/2492        std::allocator_traits<std::allocator<vec<3u, int> > >::select_on_container_copy_construction(std::allocator<vec<3u, int> > const&) [150]
[151]    0.0    0.00    0.00    2492         std::allocator<vec<3u, int> > const std::allocator_traits<std::allocator<vec<3u, int> > >::_S_select<std::allocator<vec<3u, int> > const, void>(std::allocator<vec<3u, int> > const&, ...) [151]
                0.00    0.00    2492/2492        std::allocator<vec<3u, int> >::allocator(std::allocator<vec<3u, int> > const&) [136]
-----------------------------------------------
                0.00    0.00    2492/2492        decltype (_S_construct({parm#1}, {parm#2}, (forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>)({parm#3}))) std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >&, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [153]
[152]    0.0    0.00    0.00    2492         std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::__construct_helper<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_S_construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >&, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [152]
                0.00    0.00    2492/7489        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const& std::forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>::type&) [69]
                0.00    0.00    2492/2492        void __gnu_cxx::new_allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [130]
-----------------------------------------------
                0.00    0.00      13/2492        void std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_M_emplace_back_aux<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [204]
                0.00    0.00    2479/2492        std::vector<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::push_back(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [157]
[153]    0.0    0.00    0.00    2492         decltype (_S_construct({parm#1}, {parm#2}, (forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>)({parm#3}))) std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >&, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [153]
                0.00    0.00    2492/7489        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const& std::forward<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::remove_reference<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>::type&) [69]
                0.00    0.00    2492/2492        std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::__construct_helper<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > >::_S_construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >&, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [152]
-----------------------------------------------
                0.00    0.00    2492/2492        vec<3u, int>* std::uninitialized_copy<__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*>(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*) [160]
[154]    0.0    0.00    0.00    2492         vec<3u, int>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*>(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >, vec<3u, int>*) [154]
                0.00    0.00    9968/9968        bool __gnu_cxx::operator!=<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >(__gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > const&, __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > > const&) [54]
                0.00    0.00    7476/7476        __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::operator*() const [76]
                0.00    0.00    7476/14952       vec<3u, int>* std::__addressof<vec<3u, int> >(vec<3u, int>&) [41]
                0.00    0.00    7476/7476        void std::_Construct<vec<3u, int>, vec<3u, int> const&>(vec<3u, int>*, vec<3u, int> const&) [96]
                0.00    0.00    7476/7476        __gnu_cxx::__normal_iterator<vec<3u, int> const*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::operator++() [75]
-----------------------------------------------
                0.00    0.00    2492/2492        void __gnu_cxx::new_allocator<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > >::construct<std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&>(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >*, std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [130]
[155]    0.0    0.00    0.00    2492         std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::vector(std::vector<vec<3u, int>, std::allocator<vec<3u, int> > > const&) [155]
                0.00    0.00    2492/17444       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_get_Tp_allocator() const [19]
                0.00    0.00    2492/2492        __gnu_cxx::__alloc_traits<std::allocator<vec<3u, int> > >::_S_select_on_copy(std::allocator<vec<3u, int> > const&) [133]
                0.00    0.00    2492/49840       std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::size() const [5]
                0.00    0.00    2492/2492        std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_Vector_base(unsigned int, std::allocator<vec<3u, int> > const&) [144]
                0.00    0.00    2492/2492        std::allocator<vec<3u, int> >::~allocator() [138]
                0.00    0.00    2492/30618       std::_Vector_base<vec<3u, int>, std::allocator<vec<3u, int> > >::_M_get_Tp_allocator() [11]
                0.00    0.00    2492/2492        std::vector<vec<3u, int>, std::allocator<vec<3u, int> > >::end() const [134]
